"","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","newgtdb_Genus"
"41641","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Bulleidia"
"41642","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Allobaculum"
"41643","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","C-19"
"41645","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Amedibacillus"
"41647","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Amedibacterium"
"41652","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Colivicinus"
"41668","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Traorella"
"41675","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","UBA6182"
"41682","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Catenisphaera"
"41701","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Dielma"
"41706","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelothrix"
"41710","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","DUUI01"
"41714","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Clostridium_AQ"
"41718","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","UBA2227"
"41722","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Faecalicoccus"
"41723","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CATJXY01"
"41730","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Eubacterium_P"
"41744","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Dubosiella"
"41761","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","SIG230"
"41762","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Holdemanella"
"41763","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RUG11872"
"41764","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CAMWMY01"
"41768","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAAZDN01"
"41771","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","UBA9076"
"41777","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Holdemania"
"41779","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","UBA2212"
"41782","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RGIG5681"
"41801","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","UBA4312"
"41803","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CAMCRE01"
"41814","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RGIG4607"
"41826","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RQZE01"
"41827","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RUG11795"
"41831","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CAMQRS01"
"41841","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RUG521"
"41853","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Faecalibaculum"
"41857","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAHHTG01"
"41859","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Floccifex"
"41860","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Faecalitalea"
"41861","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RGIG5669"
"41867","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CALUZH01"
"41872","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RUG14284"
"41886","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Merdibacter"
"41889","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Ileibacterium"
"41891","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RGIG1896"
"41893","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JABUSF01"
"41898","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Copranaerobaculum"
"41904","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CAJTFG01"
"41919","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Longicatena"
"41953","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","GWE2-51-13"
"41961","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAVWHP01"
"41963","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAEWFD01"
"41978","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CALVGN01"
"41986","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","CALNCD01"
"41987","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAVXTH01"
"42013","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAXJYR01"
"42023","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JALEVB01"
"42032","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Massilicoli"
"42035","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAQUCI01"
"42043","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","RUG14871"
"42046","Erysipelotrichaceae","TRUE","Bacteria","Bacillota","Bacilli","Erysipelotrichales","JAISTR01"
"42055","ES-bin-26","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","ES-bin-26"
"42057","EsbW-18","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","EsbW-18"
"42064","EsbW-18","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","UBA9973","JAKEFG01"
"42065","Ess09-12","FALSE","Bacteria","Vulcanimicrobiota","CADAWZ01","CADAWZ01","Ess09-12"
"42066","ETH-SRB1","FALSE","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","B13-G4"
"42078","ETH-SRB1","FALSE","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","DAOVDN01"
"42079","ETH-SRB1","FALSE","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfaltia"
"42087","ETH-SRB1","FALSE","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","ETH-SRB1"
"42090","Ethanoligenentaceae","unknown","Bacteria","Bacillota","Clostridia","Oscillospirales","Ethanoligenens"
"42093","Ethanoligenentaceae","unknown","Bacteria","Bacillota","Clostridia","Oscillospirales","JAEWAE01"
"42094","Ethanoligenentaceae","unknown","Bacteria","Bacillota","Clostridia","Oscillospirales","JAEWAU01"
"42095","Ethanoligenentaceae","unknown","Bacteria","Bacillota","Clostridia","Oscillospirales","JARLHS01"
"42096","Ethanoligenentaceae","unknown","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminiclostridium_D"
"42099","EtOH8","FALSE","Bacteria","Edwardsbacteria","AC1","AC1","CALGNM01"
"42100","EtOH8","FALSE","Bacteria","Edwardsbacteria","AC1","AC1","DATJQG01"
"42101","EtOH8","FALSE","Bacteria","Edwardsbacteria","AC1","AC1","UBA2226"
"42106","EtOH8","FALSE","Bacteria","Edwardsbacteria","AC1","AC1","UBA2255"
"42108","EtOH8","FALSE","Bacteria","Edwardsbacteria","AC1","AC1","UBA5202"
"42112","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","Acetobacterium"
"42117","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","UBA7485"
"42121","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","Pseudoramibacter"
"42125","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","CANRHG01"
"42134","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","JAAYJS01"
"42136","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","RUG12931"
"42141","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacterium"
"42145","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacterium_O"
"42153","Eubacteriaceae","FALSE","Bacteria","Bacillota","Clostridia","Eubacteriales","JAQWCN01"
"42157","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","2-02-FULL-47-50"
"42159","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","2-02-FULL-56-15"
"42161","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","2-02-FULL-61-13"
"42163","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","B75T3L11"
"42164","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","CAXMWX01"
"42165","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","DATIPP01"
"42166","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","Eutrophobius"
"42174","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","G963923955"
"42175","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JAAXHV01"
"42182","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JACPSH01"
"42183","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JACVQI01"
"42184","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JAENIZ01"
"42186","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JANQJZ01"
"42187","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JANQNX01"
"42191","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JBBDSH01"
"42193","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","JBBDSJ01"
"42194","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","Methylohalomonas"
"42196","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","RBG-16-51-14"
"42197","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","SMWN01"
"42200","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","SZUA-592"
"42203","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","UBA11869"
"42209","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","UBA4486"
"42211","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","UBA7359"
"42228","Eutrophobiaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Eutrophobiales","WLWS01"
"42231","Eutrophovitaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Eutrophomonas"
"42233","Eutrophovitaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Eutrophovita"
"42243","Eutrophovitaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","GCA-2704665"
"42246","Euzebyaceae","FALSE","Bacteria","Actinomycetota","Nitriliruptoria","Euzebyales","Euzebya"
"42252","Euzebyaceae","FALSE","Bacteria","Actinomycetota","Nitriliruptoria","Euzebyales","Stomatohabitans"
"42254","Exiguobacteriaceae","unknown","Bacteria","Bacillota","Bacilli","Exiguobacteriales","Exiguobacterium"
"42276","Exiguobacteriaceae","unknown","Bacteria","Bacillota","Bacilli","Exiguobacteriales","Exiguobacterium_A"
"42296","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","B16-G9"
"42301","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","B6-G9"
"42304","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","BM524"
"42310","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","CAJBPB01"
"42314","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","CALAZZ01"
"42316","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DATCTB01"
"42317","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","GCA-002708315"
"42326","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","JAADID01"
"42333","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","JAERTD01"
"42334","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","JAISHW01"
"42335","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","JALNZU01"
"42350","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Limimorpha"
"42470","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Sulfidibacterium"
"42484","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA4459"
"42489","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA5536"
"42497","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA6192"
"42500","F082","FALSE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA6244"
"42507","F1-12-MAGs170","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","F1-120-MAGs170"
"42509","F1-140-MAGs086","FALSE","Bacteria","Bacteroidota","UBA10030","UBA10030","F1-140-MAGs086"
"42510","F1-140-MAGs086","FALSE","Bacteria","Bacteroidota","UBA10030","UBA10030","JAGXRH01"
"42512","F1-140-MAGs086","FALSE","Bacteria","Bacteroidota","UBA10030","UBA10030","JBBTJF01"
"42513","F1-60-MAGs149","FALSE","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","CADCWC01"
"42514","F1-60-MAGs149","FALSE","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","F1-60-MAGs149"
"42535","F1-60-MAGs149","FALSE","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","JANYCN01"
"42536","F1-60-MAGs149","FALSE","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","VFJZ01"
"42538","F1-80-MAGS106","FALSE","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Limisphaerales","F1-80-MAGS106"
"42541","F11","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","F11","JAJVIP01"
"42542","F11","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","F11","JAKLIS01"
"42543","F11","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","F11","JBBRXR01"
"42544","F11","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","F11","Obscuribacterium"
"42545","F11","FALSE","Bacteria","Elusimicrobiota","Elusimicrobia","F11","PLLH01"
"42546","FACHB-261","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","FACHB-261","FACHB-261"
"42548","FACHB-46","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","FACHB-46","Trichocoleus"
"42552","FACHB-T130","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","CAKZHE01"
"42553","FACHB-T130","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","FACHB-831"
"42554","FACHB-T130","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","FACHB-T130"
"42556","FACHB-T130","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Funiculus"
"42557","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAEZYR01"
"42558","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAXGQD01"
"42559","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JASBZA01"
"42560","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAAYZH01"
"42561","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAUNVS01"
"42563","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAAZIX01"
"42564","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAEWGS01"
"42565","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAEZWR01"
"42566","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","Mageeibacillus"
"42567","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","Fastidiosipila"
"42568","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","Amygdalobacter"
"42572","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAAYOA01"
"42573","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAXGYX01"
"42574","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAEWGG01"
"42579","Fastidiosipilaceae","TRUE","Bacteria","Bacillota","Clostridia","Saccharofermentanales","JAAVLZ01"
"42582","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","B120-G9"
"42585","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","B22-G1"
"42586","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DAISVY01"
"42587","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DAOSXA01"
"42588","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DAOUUR01"
"42591","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DAOWIC01"
"42592","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DAOWMZ01"
"42593","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DATKJY01"
"42595","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DATKXK01"
"42596","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","DATMWY01"
"42597","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","FEB-12"
"42600","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","G963664195"
"42601","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","GCA-020344395"
"42603","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","JACZYS01"
"42604","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","JAFGNW01"
"42606","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","JAGGTI01"
"42608","FEB-12","FALSE","Bacteria","Zixibacteria","MSB-5A5","GN15","JAGNLV01"
